Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-03-2020,,,,,,,,
Gegevens beschikbaar:,15-03-2012,tot:,13-06-2019,,,,,,,,
Datum: ,18-03-2020,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B17E2225,004,,244995,547542,1823,23-01-2012,23-01-2012,13-06-2019,1871,48,-1929,-2129


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B17E2225,004,22-02-2013,267,219,1604,,,,,,
B17E2225,004,23-02-2013,268,220,1603,,,,,,
B17E2225,004,24-02-2013,269,221,1602,,,,,,
B17E2225,004,25-02-2013,270,222,1601,,,,,,
B17E2225,004,26-02-2013,272,224,1599,,,,,,
B17E2225,004,27-02-2013,272,224,1599,,,,,,
B17E2225,004,28-02-2013,271,223,1600,,,,,,
B17E2225,004,01-03-2013,271,223,1600,,,,,,
B17E2225,004,02-03-2013,272,224,1599,,,,,,
B17E2225,004,03-03-2013,272,224,1599,,,,,,
B17E2225,004,04-03-2013,272,224,1599,,,,,,
B17E2225,004,05-03-2013,272,224,1599,,,,,,
B17E2225,004,06-03-2013,273,225,1598,,,,,,
B17E2225,004,07-03-2013,273,225,1598,,,,,,
B17E2225,004,08-03-2013,274,226,1597,,,,,,
B17E2225,004,09-03-2013,274,226,1597,,,,,,
B17E2225,004,10-03-2013,274,226,1597,,,,,,
B17E2225,004,11-03-2013,275,227,1596,,,,,,
B17E2225,004,12-03-2013,275,227,1596,,,,,,
B17E2225,004,13-03-2013,274,226,1597,,,,,,
B17E2225,004,14-03-2013,276,228,1595,,,,,,
B17E2225,004,15-03-2013,276,228,1595,,,,,,
B17E2225,004,16-03-2013,277,229,1594,,,,,,
B17E2225,004,17-03-2013,276,228,1595,,,,,,
B17E2225,004,18-03-2013,275,227,1596,,,,,,
B17E2225,004,19-03-2013,276,228,1595,,,,,,
B17E2225,004,20-03-2013,277,229,1594,,,,,,
B17E2225,004,21-03-2013,279,231,1592,,,,,,
B17E2225,004,22-03-2013,279,231,1592,,,,,,
B17E2225,004,23-03-2013,279,231,1592,,,,,,
B17E2225,004,24-03-2013,280,232,1591,,,,,,
B17E2225,004,25-03-2013,280,232,1591,,,,,,
B17E2225,004,26-03-2013,281,233,1590,,,,,,
B17E2225,004,27-03-2013,281,233,1590,,,,,,
B17E2225,004,28-03-2013,281,233,1590,,,,,,
B17E2225,004,29-03-2013,282,234,1589,,,,,,
B17E2225,004,30-03-2013,283,235,1588,,,,,,
B17E2225,004,31-03-2013,284,236,1587,,,,,,
B17E2225,004,01-04-2013,284,236,1587,,,,,,
B17E2225,004,02-04-2013,285,237,1586,,,,,,
B17E2225,004,03-04-2013,286,238,1585,,,,,,
B17E2225,004,04-04-2013,286,238,1585,,,,,,
B17E2225,004,05-04-2013,286,238,1585,,,,,,
B17E2225,004,06-04-2013,288,240,1583,,,,,,
